TimeStamp_round,time,ScaleID,site,Hive,Weight,wt_recon,wt_recon_norm
2018-05-07T05:00:00Z,1525669200,greensgrow.1,greensgrow,1,44.89,5.479999999999995,-1.9803874359001499
2018-05-07T05:00:00Z,1525669200,greensgrow.2,greensgrow,2,38.31,-3.9099999999999957,-1.3682599953654766
2018-05-07T05:00:00Z,1525669200,greensgrow.3,greensgrow,3,47.22,5.479999999999997,-0.2698280295186067
2018-05-07T05:00:00Z,1525669200,milt.1,milt,1,49.62,4.869999999999992,-2.6677328414658703
2018-05-07T05:00:00Z,1525669200,milt.2,milt,2,45.010000000000005,0.7300000000000053,-2.1827441336467706
2018-05-07T05:00:00Z,1525669200,milt.3,milt,3,43.92,8.660000000000007,-1.8638991469238317
2018-05-07T05:00:00Z,1525669200,mtmoriah.1,mtmoriah,1,42.14,3.5400000000000005,-2.3723274212757453
2018-05-07T05:00:00Z,1525669200,mtmoriah.2,mtmoriah,2,50.33,7.380000000000006,-2.289616976155673
2018-05-07T05:00:00Z,1525669200,mtmoriah.3,mtmoriah,3,44.8,3.4499999999999984,-1.9866001982221977
2018-05-07T05:00:00Z,1525669200,oldcity.1,oldcity,1,44.68,1.1600000000000037,-2.441424296348283
2018-05-07T05:00:00Z,1525669200,oldcity.2,oldcity,2,49.379999999999995,-5.200000000000003,-2.0887104802369962
2018-05-07T05:00:00Z,1525669200,oldcity.3,oldcity,3,45.92,3.8100000000000005,-2.0555727780211903
2018-05-07T05:00:00Z,1525669200,paradiso.1,paradiso,1,46.64,7.310000000000005,-2.0815238931310844
2018-05-07T05:00:00Z,1525669200,paradiso.2,paradiso,2,39.57,2.229999999999997,-1.5989031089759185
2018-05-07T05:00:00Z,1525669200,rodeph.1,rodeph,1,57.67,11.970000000000011,-2.1524959561892842
2018-05-07T05:00:00Z,1525669200,rodeph.2,rodeph,2,40.95,0.6700000000000033,-2.2090165182297405
2018-05-07T05:00:00Z,1525669200,share.1,share,1,31.12,-6.77,-1.9742881732861868
2018-05-07T05:00:00Z,1525669200,share.2,share,2,35.66,8.089999999999996,-2.344302974132045
2018-05-07T05:00:00Z,1525669200,share.3,share,3,34.88,8.68,-2.186331716780517
2018-05-07T05:00:00Z,1525669200,shump.1,shump,1,37.129999999999995,-4.070000000000006,-1.7944206885471137
2018-05-07T05:00:00Z,1525669200,shump.2,shump,2,42,3.5200000000000022,-1.6722947160162849
2018-05-07T05:00:00Z,1525669200,shump.3,shump,3,55.94,23.880000000000006,-2.432473983972041
2018-05-07T05:00:00Z,1525669200,sofitel.1,sofitel,1,54.83,12.190000000000007,-2.5927155873079264
2018-05-07T05:00:00Z,1525669200,sofitel.2,sofitel,2,38.49,5.680000000000005,-2.076926520827549
2018-05-07T05:00:00Z,1525669200,sofitel.3,sofitel,3,50.870000000000005,4.330000000000003,-2.149646829004204
2018-05-07T05:00:00Z,1525669200,westphilly.1,westphilly,1,43.879999999999995,3.7000000000000055,-1.93113393327563
2018-05-07T05:00:00Z,1525669200,westphilly.1,westphilly,1,43.86,3.6800000000000095,-1.9329370613139456
2018-05-07T05:00:00Z,1525669200,westphilly.2,westphilly,2,49.84,5.530000000000001,-2.4315829408704284
2018-05-08T05:00:00Z,1525755600,chestnuthill.1,chestnuthill,1,54.3,5.8100000000000005,-2.4002766123780988
2018-05-08T05:00:00Z,1525755600,chestnuthill.2,chestnuthill,2,45.68,2.699999999999998,-2.9482601830357997
2018-05-08T05:00:00Z,1525755600,chestnuthill.3,chestnuthill,3,50.56,12.150000000000004,-2.117579999778153
2018-05-08T05:00:00Z,1525755600,greensgrow.1,greensgrow,1,45.14,5.729999999999995,-1.969714985950152
2018-05-08T05:00:00Z,1525755600,greensgrow.2,greensgrow,2,39.43000000000001,-2.789999999999991,-1.2379884227929188
2018-05-08T05:00:00Z,1525755600,greensgrow.3,greensgrow,3,47.629999999999995,5.8899999999999935,-0.14687305049427213
2018-05-08T05:00:00Z,1525755600,milt.1,milt,1,51.21,6.4599999999999955,-2.5655255170949998
2018-05-08T05:00:00Z,1525755600,milt.2,milt,2,45.47,1.189999999999999,-2.113334457673057
2018-05-08T05:00:00Z,1525755600,milt.3,milt,3,43.94,8.680000000000003,-1.8610394845845288
2018-05-08T05:00:00Z,1525755600,mtmoriah.1,mtmoriah,1,42.16,3.5599999999999965,-2.371110190516409
2018-05-08T05:00:00Z,1525755600,mtmoriah.2,mtmoriah,2,50.01,7.060000000000006,-2.3092156600218994
2018-05-08T05:00:00Z,1525755600,mtmoriah.3,mtmoriah,3,44.76,3.4099999999999993,-1.9884893990070167
2018-05-08T05:00:00Z,1525755600,oldcity.1,oldcity,1,44.75,1.230000000000004,-2.4299776572571083
2018-05-08T05:00:00Z,1525755600,oldcity.2,oldcity,2,51.3,-3.2800000000000007,-1.9338214626152093
2018-05-08T05:00:00Z,1525755600,oldcity.3,oldcity,3,46.730000000000004,4.620000000000003,-2.015767180997645
2018-05-08T05:00:00Z,1525755600,paradiso.1,paradiso,1,47.47,8.140000000000002,-1.9369501590693516
2018-05-08T05:00:00Z,1525755600,paradiso.2,paradiso,2,39.56,2.219999999999999,-1.600631452683262
2018-05-08T05:00:00Z,1525755600,rodeph.1,rodeph,1,57.58,11.880000000000008,-2.1632821900847983
